img_id,label,xmin,xmax,ymin,ymax
1490.0,1.0,471.9,526.58,124.43,258.32
1490.0,1.0,466.63,494.08,115.78,223.75
1490.0,1.0,473.04,500.86,120.5,242.79
1490.0,1.0,423.12,516.04,128.28,236.78
1490.0,1.0,458.81,452.1,117.98,260.82
1490.0,1.0,465.26,475.95,118.14,237.87
1490.0,1.0,407.14,470.07,124.51,236.84
1490.0,1.0,488.55,487.68,125.45,242.27
1490.0,1.0,410.59,537.72,118.87,227.02
1490.0,1.0,478.57,465.61,129.42,238.64
1490.0,1.0,454.89,528.42,127.79,239.95
1490.0,1.0,437.1,508.78,109.96,233.16
1490.0,1.0,483.48,527.93,125.84,224.03
1490.0,1.0,445.17,500.51,125.3,252.24
1490.0,1.0,420.49,511.67,114.47,250.1
1490.0,1.0,492.35,494.96,106.98,226.88
1490.0,1.0,435.65,521.13,125.49,221.5
1490.0,1.0,415.63,514.15,109.63,264.64
1490.0,1.0,427.26,494.89,120.6,256.64
1490.0,1.0,451.2,467.43,113.35,254.42
1675.0,17.0,115.59,663.33,67.84,345.04
1675.0,17.0,118.68,688.1,70.79,354.1
1675.0,17.0,117.66,693.62,58.53,346.11
1675.0,17.0,119.72,618.9,60.73,324.08
1675.0,17.0,120.29,600.01,68.53,357.44
1675.0,17.0,116.99,683.92,69.46,354.59
1675.0,17.0,122.41,696.36,61.09,370.04
1675.0,17.0,120.77,595.4,58.72,355.27
1675.0,17.0,119.82,661.49,63.47,354.63
1675.0,17.0,120.28,699.58,67.64,369.44
1675.0,17.0,120.08,650.09,65.91,333.15
1675.0,17.0,111.78,651.44,58.9,366.96
1675.0,17.0,0.0,212.91,10.92,304.96
1675.0,17.0,0.0,255.04,12.47,292.87
1675.0,17.0,0.0,231.84,11.02,291.16
1675.0,17.0,0.0,226.97,12.29,283.16
1675.0,17.0,0.0,232.16,12.55,318.23
1675.0,17.0,0.0,214.69,12.0,303.39
1675.0,17.0,0.0,246.58,11.56,330.83
1675.0,17.0,0.0,244.34,12.35,287.17
1675.0,17.0,0.0,219.99,12.57,341.36
1675.0,17.0,0.0,253.97,12.56,325.57
1675.0,17.0,0.0,229.08,10.92,318.46
1818.0,24.0,47.32,628.63,0.0,424.66
1818.0,24.0,55.13,664.57,0.0,426.11
1818.0,24.0,49.29,635.83,0.0,432.28
1818.0,24.0,53.5,669.58,0.0,449.07
1818.0,24.0,50.1,584.82,0.0,423.64
1818.0,24.0,46.68,628.3,0.0,441.38
1818.0,24.0,45.87,656.73,0.0,441.88
1818.0,24.0,48.6,595.06,0.0,383.26
1818.0,24.0,53.88,605.45,0.0,438.89
1818.0,24.0,54.77,609.34,0.0,453.57
1818.0,24.0,47.74,628.84,0.0,404.56
1818.0,24.0,48.09,557.93,0.0,412.29
1818.0,24.0,45.73,590.71,0.0,466.77
1818.0,24.0,48.57,573.36,0.0,463.32
1818.0,24.0,49.32,674.34,0.0,439.56
1818.0,24.0,55.27,655.93,0.0,449.8
1818.0,24.0,46.13,664.65,0.0,384.04
1993.0,65.0,250.95,570.47,200.26,409.6
1993.0,65.0,271.42,562.72,210.28,405.98
1993.0,65.0,241.28,555.82,174.87,448.68
1993.0,65.0,235.46,610.58,191.59,377.99
1993.0,65.0,286.57,584.07,185.25,415.1
1993.0,65.0,276.63,565.89,183.96,380.87
1993.0,65.0,246.95,578.13,184.22,425.67
1993.0,65.0,249.56,572.32,209.45,415.7
1993.0,65.0,263.32,628.08,209.99,407.44
1993.0,65.0,273.58,633.35,189.54,397.67
1993.0,65.0,259.22,647.93,196.97,393.56
1993.0,65.0,246.94,615.36,195.82,429.66
1993.0,65.0,260.02,560.55,187.48,424.26
1993.0,65.0,286.19,666.18,192.56,410.29
1993.0,65.0,243.41,564.12,183.27,452.09
1993.0,65.0,262.83,606.16,204.15,427.81
1993.0,65.0,255.39,666.25,196.67,379.49
1993.0,62.0,98.99,204.11,258.48,364.73
1993.0,62.0,97.31,215.02,231.09,375.48
1993.0,62.0,97.28,242.34,271.56,381.23
1993.0,62.0,96.12,203.1,236.16,437.7
1993.0,62.0,109.03,223.68,251.44,413.33
1993.0,62.0,102.44,221.74,268.23,440.27
1993.0,62.0,94.95,236.37,241.97,363.09
1993.0,62.0,101.62,233.07,227.97,410.71
1993.0,62.0,105.03,232.12,261.72,434.33
1993.0,62.0,96.36,217.76,242.54,408.51
1993.0,62.0,96.25,226.6,270.53,416.49
1993.0,62.0,100.65,220.48,247.59,375.41
1993.0,62.0,99.15,243.11,253.4,401.77
1993.0,62.0,112.62,239.51,239.32,389.77
1993.0,67.0,3.13,139.35,260.71,437.93
1993.0,67.0,3.3,157.65,254.2,399.88
1993.0,67.0,3.06,139.99,260.71,444.16
1993.0,67.0,2.98,163.59,241.75,433.16
1993.0,67.0,3.11,157.81,233.9,441.4
1993.0,67.0,3.45,143.02,244.37,409.71
1993.0,67.0,3.23,167.51,248.26,371.84
1993.0,67.0,2.92,166.51,228.0,421.84
1993.0,67.0,3.49,147.72,263.55,435.58
1993.0,67.0,3.0,167.98,253.59,404.91
1993.0,67.0,2.94,164.28,267.92,426.77
2149.0,53.0,1.9,270.22,237.15,365.28
2149.0,53.0,1.94,269.04,245.97,366.84
2149.0,53.0,1.79,266.45,219.26,421.79
2149.0,53.0,2.1,251.05,228.89,400.63
2149.0,53.0,1.94,253.36,236.48,417.63
2149.0,53.0,2.09,245.84,245.63,375.96
2149.0,53.0,1.92,261.15,216.3,356.75
2149.0,53.0,2.01,227.25,233.27,371.32
2149.0,53.0,1.84,239.13,246.55,373.29
2149.0,53.0,1.94,268.26,226.75,426.06
2149.0,53.0,2.01,227.38,229.86,401.36
2149.0,53.0,51.83,581.36,69.06,378.33
2149.0,53.0,53.24,551.93,62.41,346.17
2149.0,53.0,56.53,566.38,73.47,373.13
2149.0,53.0,57.13,574.31,62.1,347.15
2149.0,53.0,54.16,639.92,62.88,360.22
2149.0,53.0,51.55,571.82,64.41,348.65
2149.0,53.0,53.27,575.6,68.81,323.88
2149.0,53.0,57.82,549.39,73.17,331.79
2149.0,53.0,51.34,594.01,70.29,327.21
2149.0,53.0,57.55,553.55,69.89,328.97
2261.0,1.0,288.38,352.09,154.23,314.13
2261.0,1.0,279.57,380.97,156.85,263.37
2261.0,1.0,292.97,373.91,146.35,270.92
2261.0,1.0,269.04,394.46,164.71,307.4
2261.0,1.0,266.18,375.28,157.82,316.29
2261.0,1.0,305.78,385.73,136.39,264.29
2261.0,1.0,277.85,393.89,143.48,316.42
2261.0,1.0,272.99,365.55,137.76,277.53
2261.0,1.0,269.6,351.4,159.68,273.74
2261.0,1.0,294.7,356.12,141.59,314.39
2261.0,1.0,293.33,347.27,152.03,281.86
2261.0,1.0,285.18,386.41,159.14,295.48
2261.0,1.0,301.53,417.41,153.2,281.84
2261.0,1.0,267.56,390.07,135.28,308.95
2261.0,1.0,282.77,367.35,145.1,304.17
2261.0,1.0,301.49,355.74,156.45,313.0
2532.0,1.0,178.78,272.11,314.84,518.38
2532.0,1.0,172.07,279.65,303.65,513.26
2532.0,1.0,196.21,284.66,324.21,521.21
2532.0,1.0,199.46,281.56,332.63,465.58
2532.0,1.0,198.69,272.05,332.76,467.42
2532.0,1.0,179.68,280.53,277.28,478.77
2532.0,1.0,180.61,312.53,300.04,488.89
2532.0,1.0,200.99,286.49,277.55,452.23
2532.0,1.0,191.39,291.99,299.42,514.18
2532.0,1.0,198.09,266.21,325.84,505.12
2532.0,1.0,200.13,296.51,319.2,453.8
2532.0,1.0,180.73,306.5,329.48,517.12
2532.0,1.0,179.97,275.42,306.75,491.91
2532.0,1.0,167.11,288.59,282.25,501.27
2532.0,1.0,190.26,271.6,320.88,466.19
2532.0,1.0,196.97,274.88,313.99,440.48
2532.0,1.0,186.28,301.12,282.6,432.76
2532.0,1.0,193.71,279.25,279.26,519.87
2587.0,52.0,47.56,419.42,11.87,378.37
2587.0,52.0,54.82,418.8,12.37,337.86
2587.0,52.0,50.97,491.31,12.77,324.17
2587.0,52.0,47.49,446.71,10.5,354.22
2587.0,52.0,51.11,424.8,12.29,350.34
2587.0,52.0,51.05,482.23,12.43,357.47
2587.0,52.0,53.6,442.28,12.03,366.07
2587.0,52.0,54.53,493.07,11.16,331.79
2587.0,52.0,46.79,453.67,10.48,356.7
2587.0,52.0,53.93,464.49,10.56,363.39
2587.0,52.0,49.67,405.25,10.49,352.67
2587.0,52.0,54.62,430.42,10.98,359.68
2592.0,47.0,219.31,398.12,31.49,224.14
2592.0,47.0,229.43,461.6,31.37,227.91
2592.0,47.0,240.37,444.18,30.63,243.34
2592.0,47.0,202.75,408.41,30.9,255.18
2592.0,47.0,232.17,442.17,31.43,258.77
2592.0,47.0,204.68,396.87,36.75,264.04
2592.0,47.0,214.47,404.06,30.38,253.76
2592.0,47.0,240.74,433.43,33.82,235.58
2592.0,47.0,214.82,442.4,33.04,244.71
2592.0,47.0,202.67,442.26,36.69,230.7
2592.0,47.0,230.95,438.09,30.97,240.48
2592.0,47.0,208.07,399.54,34.54,243.01
2592.0,47.0,225.02,421.05,30.72,269.2
2592.0,47.0,203.96,463.13,33.71,241.61
2592.0,47.0,209.23,478.0,31.12,243.55
2592.0,47.0,214.17,427.81,34.36,232.01
2592.0,47.0,238.5,409.48,35.47,226.91
2592.0,47.0,209.31,466.08,35.89,226.71
2592.0,67.0,2.58,583.45,0.0,331.81
2592.0,67.0,2.46,680.56,0.0,329.59
2592.0,67.0,2.77,636.34,0.0,347.53
2592.0,67.0,2.69,636.67,0.0,339.84
2592.0,67.0,2.79,619.2,0.0,391.17
2592.0,67.0,2.34,631.89,0.0,337.63
2592.0,67.0,2.36,578.17,0.0,339.22
2592.0,67.0,2.73,568.78,0.0,329.88
2592.0,67.0,2.54,656.55,0.0,364.55
2592.0,67.0,2.65,641.31,0.0,340.84
2592.0,67.0,2.8,661.78,0.0,339.3
3156.0,1.0,6.31,394.68,16.79,640.84
3156.0,1.0,5.35,373.2,16.03,668.87
3156.0,1.0,6.07,407.57,17.4,621.43
3156.0,1.0,5.37,399.34,16.74,621.8
3156.0,1.0,6.23,411.4,15.56,636.7
3156.0,1.0,5.73,429.41,16.65,644.03
3156.0,1.0,6.29,437.96,18.06,580.08
3156.0,1.0,6.08,401.81,18.27,657.74
3156.0,1.0,5.21,371.69,16.26,630.52
3156.0,1.0,5.75,377.87,15.1,667.62
3156.0,1.0,5.64,365.79,15.28,583.36
3156.0,1.0,5.76,379.47,15.31,699.93
3156.0,1.0,5.72,414.41,15.75,595.34
3156.0,1.0,6.2,428.58,15.79,652.0
3156.0,1.0,6.0,402.43,17.69,675.78
3156.0,1.0,6.12,383.48,15.45,650.44
3156.0,1.0,5.52,419.99,17.89,599.43
3156.0,1.0,5.7,416.31,17.54,672.39
3156.0,70.0,250.74,463.19,247.12,647.57
3156.0,70.0,246.45,413.03,238.64,609.39
3156.0,70.0,236.87,470.48,249.94,662.0
3156.0,70.0,223.53,467.49,247.69,671.62
3156.0,70.0,251.97,470.11,253.79,666.59
3156.0,70.0,233.99,481.81,258.67,629.61
3156.0,70.0,249.15,400.98,252.53,632.44
3156.0,70.0,268.04,453.13,231.11,646.17
3156.0,70.0,270.47,447.29,249.22,633.57
3156.0,70.0,243.17,474.4,257.92,631.82
3156.0,70.0,254.71,476.45,237.24,664.41
3156.0,70.0,265.32,442.84,229.75,640.09
3156.0,70.0,247.17,450.71,248.56,671.78
3501.0,56.0,68.18,275.18,76.75,389.71
3501.0,56.0,78.78,239.9,73.08,364.76
3501.0,56.0,78.76,240.98,75.18,378.62
3501.0,56.0,72.18,244.52,73.52,391.07
3501.0,56.0,76.19,284.15,70.82,343.03
3501.0,56.0,80.93,283.48,73.16,374.28
3501.0,56.0,69.41,241.48,82.28,345.77
3501.0,56.0,77.97,279.2,78.39,374.96
3501.0,56.0,71.64,242.34,69.12,350.99
3501.0,56.0,71.58,263.3,73.26,327.54
3501.0,56.0,72.34,274.68,69.87,391.08
3501.0,56.0,78.91,252.64,70.35,371.09
3501.0,56.0,76.63,286.15,77.05,323.9
3501.0,56.0,122.7,275.19,63.72,210.07
3501.0,56.0,112.3,247.89,70.93,224.65
3501.0,56.0,129.81,259.57,60.51,228.78
3501.0,56.0,118.4,245.68,67.57,204.75
3501.0,56.0,111.05,261.4,61.32,215.29
3501.0,56.0,123.78,242.19,68.87,236.23
3501.0,56.0,115.89,249.61,61.8,218.28
3501.0,56.0,126.73,246.26,68.85,217.65
3501.0,56.0,126.58,269.86,71.93,198.81
3501.0,56.0,129.69,279.41,62.12,218.35
3501.0,56.0,119.7,267.78,66.28,204.91
3501.0,51.0,14.8,561.3,9.93,637.34
3501.0,51.0,12.75,572.18,9.48,658.86
3501.0,51.0,12.17,602.04,8.69,567.92
3501.0,51.0,12.21,608.0,9.91,646.15
3501.0,51.0,14.59,632.13,9.95,625.74
3501.0,51.0,12.67,628.18,10.0,636.69
3501.0,51.0,12.71,650.96,8.51,653.66
3501.0,51.0,12.6,659.44,9.84,598.12
3501.0,51.0,14.46,614.96,10.05,659.31
3501.0,51.0,13.5,636.86,9.85,630.98
3501.0,51.0,12.66,651.12,9.05,557.74
3553.0,1.0,162.99,435.69,0.0,284.31
3553.0,1.0,145.97,390.73,0.0,303.07
3553.0,1.0,152.65,411.89,0.0,290.97
3553.0,1.0,138.96,439.58,0.0,265.24
3553.0,1.0,159.46,427.02,0.0,285.11
3553.0,1.0,140.63,438.37,0.0,278.35
3553.0,1.0,148.63,401.77,0.0,297.0
3553.0,1.0,150.98,448.67,0.0,280.94
3553.0,1.0,159.28,382.63,0.0,284.13
3553.0,1.0,161.11,394.13,0.0,316.06
3553.0,1.0,159.47,426.74,0.0,304.8
3553.0,1.0,157.01,420.26,0.0,314.97
3553.0,1.0,163.94,399.88,0.0,302.02
3553.0,1.0,158.14,442.71,0.0,280.49
3553.0,41.0,174.96,351.04,247.71,334.82
3553.0,41.0,174.73,350.11,269.0,360.32
3553.0,41.0,179.41,343.68,275.5,330.38
3553.0,41.0,162.59,405.79,248.25,395.44
3553.0,41.0,184.27,402.23,265.9,392.75
3553.0,41.0,165.75,338.6,250.13,345.34
3553.0,41.0,175.82,356.56,284.0,341.79
3553.0,41.0,189.82,356.84,295.17,332.85
3553.0,41.0,161.66,353.45,276.27,392.41
3553.0,41.0,184.16,363.94,264.92,394.25
3553.0,41.0,166.91,361.51,273.26,346.23
3661.0,52.0,56.57,553.4,3.92,235.58
3661.0,52.0,60.24,547.47,3.96,234.7
