img_id,label,xmin,xmax,ymin,ymax
14007,17,340.25,416.88,153.38,298.42
14007,82,300.59,586.83,255.84,422.41
14380,3,75.41,88.33,228.1,237.53
14380,7,186.15,640,259.14,383.88
14831,17,1.44,480,232.99,638.56
14831,65,0,480,0.2,269.38
14888,21,0,639.31,3.12,441.48
15079,49,452.43,627.97,9.15,384.94
15079,54,55.06,384.35,103.52,352.42
15079,54,203.36,476.76,8.25,223.09
15272,10,41.95,276.42,38.91,136.78
15278,56,0,640,40.11,472.79
15440,13,116.14,229.32,115.77,223.35
15440,6,192.34,262.25,182.74,260.76
15440,6,113.59,144.73,191.86,253.54
15497,17,32.36,484.31,20.49,454.11
15497,74,147.64,246.13,336.63,456.08
15497,63,0.14,640,1.34,480
15597,41,104.13,197.2,319.75,384.09
15597,2,311.28,425.92,420.74,462.89
15597,1,8.7,203.67,177.38,375.84
15746,11,71.5,350.08,197.7,575.37
15751,16,152.44,298.8,231.38,399.16
15751,16,107.01,153.17,322.87,371.48
15751,16,43.51,170.86,347.05,397.2
15751,16,222.88,269.96,381.06,427
15956,19,129.54,365.55,84.78,303.2
15956,85,493.01,514.74,126.28,147.28
15956,85,42.6,67.89,83.27,107.08
15956,1,365.66,446.56,138.07,336.54
16439,73,134.83,369.98,165.78,354.55
16439,46,412.34,455.67,262.02,353.07
16502,20,75.23,183.65,237.91,314.87
16598,32,224.15,345.65,301.14,640
16598,77,340.75,413.86,150.52,267.4
16598,1,8.67,478,17.7,625.91
17029,18,154.84,405.16,105.81,541.94
17029,3,56.09,569.53,25.89,178.34
17029,34,319.28,414.2,77.66,122.25
17029,3,0,21.76,44.59,88.85
17031,25,80.68,360.03,34.7,334
17115,24,242.71,440.63,122.44,602.08
17115,24,2.48,207.37,96.98,595.66
17436,1,110.93,177.49,490.03,635.23
17436,15,22.31,177.99,534.17,630.51
17436,15,229.7,258.63,480.88,506.72
17905,10,232.52,292.67,133.19,280.85
17905,11,431.63,469.6,576.13,640
17905,1,81.27,200.66,229.19,593.87
18193,62,28.04,396.94,122.97,470.29
18193,58,251.8,289.56,160.34,196.5
18193,1,85.21,481.08,45.3,472.45
18519,1,124.24,355.4,225.01,399.82
18737,4,254.28,592.04,159.29,407.81
18770,32,268.64,361.04,175.94,377.24
18770,1,173.91,640,0.72,422.93
18833,17,186.67,507.37,46.91,370.48
19042,16,308.22,329.24,165.01,205.29
19042,3,344.99,391.53,1.17,11.81
19042,3,221.09,246.54,8.21,13.05
19221,1,244.91,552.12,339.43,474.78
19221,56,85.48,448.76,128.22,448.76
19402,1,260.54,637.84,0.54,475.14
19402,1,0,403.42,52.85,480
19402,59,3.74,236.88,304.21,472.52
19742,86,172.29,338.7,72.38,347.11
19924,32,142.7,282.02,294.38,500
19924,1,14.61,449.44,29.21,494.38
20059,24,109.52,217.79,200.2,307.11
20059,24,341.46,506.52,185.17,300.53
20107,11,121.08,333,87.07,494.02
20247,23,333.21,510.64,176.15,439.2
20247,23,1.03,86.27,15.09,264.64
20333,32,178.34,241.62,283.33,510.56
20333,1,51.89,367.57,106.67,566.49
20333,51,1.44,264.63,494.84,630.03
20992,1,0,500,0.45,333
20992,58,2.35,218.6,217.04,325.95
21167,1,21.52,223.86,114.73,625.58
21167,46,259.33,314.84,297.48,378.07
21167,32,255.39,321.75,172.64,287.83
21167,1,187.98,426,38.89,640
21465,86,198.09,240.5,6.01,123.1
21465,62,245.13,363.96,0,77.91
21604,32,246.71,297.41,245.56,568.1
21604,1,41.71,480.36,47.46,628.49
21903,1,334.38,551.19,224.36,474.61
21903,22,5.39,319.28,109.69,386.91
21903,1,615.62,640,239.77,332.34
22192,18,71.57,215.59,120.67,375.93
22192,65,0,640,254.2,426
22192,31,251.91,475.41,151.81,324.36
22371,32,166.67,201.52,134.87,246.41
22371,1,93.36,370.92,21.28,271.52
22371,73,0.64,196.26,130.84,273.74
22371,84,385.07,425,241.9,262.75
22396,5,326.63,603.75,46.52,159.08
22479,41,260.45,484.27,282.31,481.72
22479,15,175.33,252.86,435.41,461.12
22479,15,265.93,303.8,434.84,452.35
22479,1,34.96,437.96,1.3,457.25
22589,20,182.32,362.58,214.08,342.83
22589,20,0,611.22,251.68,479.6
22623,77,4.33,639.28,0,451.56
22755,3,362.56,420.77,228.16,253.84
22755,3,441.3,457.61,224.77,232.32
22755,3,398.65,423.59,228.58,238.7
22755,6,236.39,375.74,189.11,330.95
22935,37,49.3,188.27,194.88,334.32
22935,1,20.4,457.45,18.36,473.66
22935,1,422.83,634.25,25.89,474.61
22969,25,318.54,372.47,75,267.13
22969,25,65.32,177.22,185.99,285.97
23023,31,406.62,574.78,232.26,412.82
23023,33,206.29,409.83,166.41,424.96
23126,19,0,489.4,278.7,428
23126,1,166.6,278.89,14.73,348.84
23126,19,457.14,507.8,304.46,412.89
23230,16,311.9,363.45,254.11,277.04
23230,16,359.96,414.18,248.05,275.73
23230,16,104.16,147.89,216.43,237.68
23230,16,4.44,37.43,234.29,242.96
23272,17,186.29,312.1,73.39,145.97
23272,3,0,499.46,0.08,371.06
23359,1,247.59,349.31,92.13,262.94
23359,36,265.46,300.07,172.9,292.03
23666,70,159.78,276.27,470.12,618.26
23751,38,187.61,289.95,111.77,184.82
24027,38,217.06,446.79,51.52,205.24
24027,1,249.5,261.55,357.92,375
24027,1,106.44,115.72,355.88,374.85
24144,59,68.36,561.53,23.62,454.16
24919,22,292.62,518.84,134.59,285.05
24919,22,114.35,341.14,148.97,297.63
25057,44,409.67,426.1,110.71,160.16
25057,34,332,422.2,129.25,204.09
25057,1,97.1,142.84,244.49,325.51
25057,1,127.99,428.89,6.25,422.74
25139,24,0,341.63,2.29,328.66
25139,24,313.73,458.59,28.52,248.44
25228,1,171.25,453.72,154.27,418.04
25228,42,144.68,524.96,363.66,430.13
25424,37,381.58,415.38,36.75,55.73
25424,43,290.84,411.14,124.54,273.17
25424,1,129.97,315.89,243.92,640
25560,72,155.86,555.67,1.13,262.02
25560,17,133.45,510,185.1,344.41
25560,1,189.84,352.72,29.12,224.36
25560,47,0.46,78.73,423.5,480
26926,3,61.03,137.05,187.51,230.56
26926,3,134.13,208.59,159.86,245.14
26926,11,126.53,386.26,26.04,639.53
27186,63,2.75,196.13,167.81,420.76
27186,63,360.66,640,162.81,423.85
27186,1,162.77,410.77,38.39,422.35
27186,75,361.97,388.41,181.06,211.69
27696,1,1.84,341.82,0.92,70.94
27696,48,369.16,420.82,0,53.45
27696,59,22.24,593.73,45.93,378.57
27696,49,262.61,445.32,19.91,73.99
27932,40,33.11,192.48,130.39,253.88
27972,1,359.95,502.58,84.08,241.08
27972,42,296.5,472.58,158.1,246.14
27982,70,38.19,157.26,92.86,322.77
27982,81,374.68,465.35,108.23,147.32
28285,85,306.11,330.04,205.56,229.71
28452,44,281.02,308.29,162.8,241.85
28452,82,1.44,480,38.83,632.81
28809,52,215.25,497.76,158.07,493.27
28809,52,229.12,498,34.71,165.63
28809,52,225.84,498,10.11,102.25
28809,52,297.89,495.53,0.84,57.31
29187,19,211.18,463.55,83.42,467.77
29187,1,112.88,232.85,115.82,351.83
29393,18,170.04,365.13,157.52,341.22
29393,55,344.26,352.25,244.93,254.03
29393,55,322.52,331.59,230.95,243.21
29393,55,356.67,369.95,165.78,181.1
29397,1,326.91,539.81,3.03,202.81
29397,15,18.16,609.43,147.14,413.52
29675,67,5.75,478,0,273.26
29675,58,29.85,336.12,157.15,351.66
29675,58,79.81,394.54,225.63,474.1
29675,58,148.17,478,343.23,640
30494,18,106.67,286.06,29.09,222.06
30494,34,263.45,314.97,186.49,199.37
30504,1,189.03,394.83,109.81,490.98
30504,35,173.91,278.06,404.08,601.03
30504,27,296.79,394.58,139.72,270.69
30675,7,150.47,640,136.72,300.13
31050,86,158.82,274.69,248.26,567.11
31217,37,601.63,608.7,90.09,97.48
31217,1,263.26,396.72,151.27,310.99
31217,43,390.53,440.12,164.55,194.39
31269,24,170.81,448.65,191.89,362.7
31269,24,397.58,618.22,167.48,341.67
31269,24,0.9,73.29,211.12,381.39
31749,85,91.64,272.8,257.56,464.4
32038,1,0,97.32,1.17,139.95
32038,59,0,330.34,121.35,297.75
32038,44,148.36,199.73,60.21,110.95
32038,67,0,332.47,244.16,397.4
32081,1,113.48,255.06,78.65,469.66
32081,43,75.24,123.55,129.52,236.39
32285,70,72.07,165.72,231.36,401.7
32570,1,169.33,310.11,162.21,292.93
32570,42,243.72,386.18,250.2,315.34
32735,1,146.15,280.85,23.02,154.84
32735,35,123.78,332,9.66,212.12
32735,35,553.09,640,308.57,324.12
32735,1,585.87,639.48,216.12,322.8
32811,16,81.87,163.08,352.9,400.61
32817,1,86.49,279.64,0,467.75
32817,70,136.84,258.28,361.42,505.4
32817,1,359,480,59.58,401.93
32861,28,40.27,366.74,47.02,275.7
32861,1,86.31,312.9,197.93,640
32887,77,141.23,145.86,57.49,61.95
32887,1,373.29,499.13,119.19,464.53
32887,1,96.78,159.22,48.23,195.44
32887,27,446.66,517.51,159.91,280.23
33005,43,303.66,369.63,232.85,266.74
33005,1,272.83,329.92,150.65,332.9
33368,37,180.13,191.15,102.1,117.3
33368,1,158.2,258.88,41.71,434.34
33368,43,134.8,168.2,234.9,320.25
33707,25,155.6,470.09,159.01,531.26
33707,25,299.81,456.59,213.26,506.2
34071,14,291.32,510.05,233.17,421.34
34071,14,60.31,297.72,215.39,420.26
34139,31,435.53,502.4,193.37,234.36
34139,33,26.97,427.15,101.39,386.16
34139,1,451.32,595.95,98.49,381.51
34139,1,449.53,524.47,111.62,381.34
34205,56,291.36,583.73,3.01,98.46
34205,56,579.72,640,62.29,197.93
34205,56,545.56,640,0,165.78
34452,1,318.2,405.57,178.73,314.64
34452,34,326.23,349.29,250.35,263.86
34452,34,381.45,398.6,249.14,271.39
34760,44,193.98,206.48,299.56,329.03
34760,70,209.13,256.64,374.26,459.39
34760,81,1.74,131.08,406.9,510.27
34760,44,168.6,186.24,316.26,360.98
35062,65,0,423.21,58.15,640
35062,1,155.75,199.91,68.69,106.91
35197,1,27.33,260.31,0,425.71
35197,1,369.46,415.23,239.31,321.05
35197,41,1.44,195.6,347.61,452.59
35770,70,144.07,362.09,462.2,639.98
35770,81,38.92,480,106.67,403.6
35770,70,252.94,348.15,19.13,120.33
35770,81,47.46,304.86,26.02,302.96
35963,88,166.83,340.85,147.9,337.74
35963,88,275.79,396.25,183.98,321.38
36539,1,167.89,264.04,292.66,532.3
36539,1,74.5,119.37,358.54,458.64
36539,36,135.39,306.61,515.37,542.93
36861,14,167.02,241.17,37.68,236.33
36861,14,93.22,169.72,35.23,234.13
37670,1,436.85,640,23.73,185.53
37670,75,234.67,571.37,85.99,271.37
37670,70,1.24,332.02,28.19,474.61
37751,4,291.18,325.97,241.63,314.49
37751,4,364.72,539.64,370.2,480
37751,1,279.17,336.4,197.55,300.45
37751,27,299.72,326.54,214.7,247.67
38048,11,90.06,168.61,194,323.38
38048,1,247.15,282.27,179.67,239.28
38048,3,78.67,91.06,202.24,210.96
38048,31,276.35,284.98,207.36,225.61
38070,70,165.17,360.67,36.82,355.36
38118,1,125.7,213.02,218.62,346.24
38118,35,142.14,170,354.88,373.35
38210,1,69.53,207.59,266.63,539.52
38210,1,24.33,43.95,332.01,376.56
38210,35,113.27,318.03,537.54,557.55
38576,72,69.66,283.58,37.63,290.65
38576,74,215.73,330.79,510.56,612.67
38576,74,293.95,346.85,362.03,388.36
38576,76,41.77,428.46,377.55,514.7
38825,24,335.43,640,0.72,393.02
38825,24,112.27,468.26,0.8,378.86
39480,43,280.9,421.47,292.42,364.21
39480,1,243.31,342.37,164.45,421.23
39551,37,587.45,601.67,164.06,177.47
39551,1,119.25,315.44,53.86,338.52
39551,43,43.18,135.3,100.75,149.69
39670,7,48.79,572.56,101.31,452.88
39956,65,0.96,361.75,211.77,405.6
39956,62,518.51,639.67,184.87,319.44
40036,19,161.97,588.97,50.15,395.25
40036,1,306.1,413.57,26.87,221.66
40036,64,212.95,256.2,197.42,236.24
40757,1,1.29,401.26,262.21,532.05
40757,65,1.44,422.83,261.51,634.01
40757,72,4.31,212.85,1.8,141.3
41633,3,561.27,627.7,326.88,371.01
41633,3,606.46,640,326.67,363.57
41633,8,8.33,571.69,173.79,423.93
41635,21,4.13,248.77,166.19,344.77
41635,21,1.03,32.67,255.86,333.92
41635,21,208.21,415.17,164.57,325.4
41635,21,331.68,638.8,147.59,307.81
41888,16,195.96,328.58,206.85,306.8
41888,16,290.93,388.92,238.92,347.66
41888,16,373.68,534.71,252.9,370.58
41990,1,215.73,387.24,130.52,402.34
41990,1,43.05,228.16,136.63,409.99
41990,1,367.99,593.58,126.85,373.79
41990,35,95.35,149.77,386.14,411.55
42070,6,108.15,576.43,18.41,456.77
42070,3,551.7,578.21,309.8,315.91
42070,1,0,30.36,306.96,363.85
42102,32,123.36,136.42,119,261.22
42102,31,10.59,60.94,376.39,564.15
42102,1,20.13,240.3,6.66,628.49
42178,7,163.96,476.76,228.67,469.21
42178,7,17.26,284.76,229.75,358.11
42178,7,122,314,287.07,436.68
42276,64,146.9,252.54,16.69,105.21
42276,70,59.68,154.28,15.2,247.18
42296,37,188.19,307.09,218.07,322.41
42296,37,0,101.01,271.48,346.31
42296,23,148.03,588.31,5.44,303.42
42296,37,97.71,210.49,279.88,345.04
42528,77,413.77,533.28,183.45,416.18
42528,1,2.22,516.13,192.44,487.21
42528,62,15.39,289.82,157.88,393.84
42563,7,207.41,320.65,452.76,592.37
42889,76,63.9,349.78,376.79,500
42889,88,58.43,343.82,49.44,350.56
43581,59,182.31,615.07,193.83,373.27
43581,48,364.48,563.7,139.52,172.93
43581,67,0,640,68.55,427
43581,49,456.93,502.71,140.23,209.72
44068,88,177.7,404.51,161.44,503.84
44068,62,3.32,480,18.29,630.03
44195,1,51.37,188.32,87.01,480.13
44195,1,160.78,223.15,176.38,408.64
44195,36,128.09,266.29,259.36,334.64
44652,5,77.72,271.55,168.72,249.32
44699,20,213.81,309.5,235.86,306.61
44699,20,437.57,477.05,256.36,318.17
44699,20,471.61,564.66,253.72,322.14
44699,20,105.07,216.36,211.69,302.91
45070,19,0,640,437.87,589.74
45070,1,109.58,435.64,40.02,486.35
45090,1,296.1,314.32,81.28,101.02
45090,42,198.83,231.59,120.01,131.15
45090,42,308.45,323.04,99.81,103.9
45090,1,174.99,205.68,88.85,112.96
45728,48,11.89,356.76,24.79,155.6
45728,49,321.53,638.21,61.06,143.61
46048,65,275.68,640,123.78,475.14
46048,84,144.89,180.3,268.59,279.6
46048,84,165.6,219.58,352.41,367.08
46048,1,407.11,502.92,137.84,273.03
46378,16,281.81,506.32,103.74,343.74
46378,17,2.31,609.76,0.07,248.3
46463,54,25.28,443.38,66.59,332.05
46463,1,0.9,260.67,40.45,395.51
46463,79,0,500,0,117.82
46497,9,0.75,180.68,93.35,332
46497,1,189.08,361.03,108.38,327.98
46497,1,133.1,332,54.59,327.51
46497,1,16.11,106.62,254.47,332
46804,20,223.04,459.44,62.84,364
47010,25,302.78,407.61,200.2,310.14
47010,25,427.92,517.67,201.43,305.19
47010,25,75.51,218.97,211.42,320.36
47010,21,541.93,584.76,359.15,405.93
47121,17,325.16,640,71.23,393.29
47121,44,77.64,136.72,106.41,251.92
47121,51,0.73,74.19,205.76,259.97
47121,81,2.16,640,122.64,474.28
47571,19,303.46,578.16,163.96,358.11
47571,1,179.65,254.66,115.37,279.15
47571,1,123.77,182.65,130.85,218.44
47819,19,128.23,479.03,91.13,329.03
47819,33,217.31,297.88,101.28,150.61
47819,33,223.34,314.31,62.91,123.79
47819,1,41.29,117.98,83.43,307.58
48153,1,90.17,432.3,75.84,369.94
48153,15,0,499.72,2.53,314.33
48564,77,95.12,140.7,153.24,233.73
48564,1,4.31,424.27,1,630.93
48924,4,283.97,467.88,108.25,406.51
48924,27,383.55,444.46,224.56,291.66
48924,31,266.4,345.28,204,248.78
49259,1,165.3,285.7,56.78,135.68
49269,18,6.48,275.95,315.47,632.87
49269,19,90.84,428.04,27.53,502.37
49810,17,113.98,639.19,141.33,424
49810,17,0.95,173.41,181.03,419.24
49810,15,183.92,639.85,68.28,417.39
50165,7,116.22,453.28,246.98,328.33
50326,1,10.93,181.61,32.89,286.81
50326,38,436.74,499.81,95.82,147.87
50326,62,313.26,500,0,260.04
50331,56,366.51,504.57,92.5,236.25
50331,56,33.88,112.21,157.46,268.34
50331,64,1.08,399.1,57.17,473.53
50331,64,298.81,640,90.88,480
50638,1,344.43,473.37,65.35,382.4
50638,88,415.49,487.67,169.48,265.62
50828,65,147.06,605.57,189.32,480
50828,62,1.09,124.89,274.75,471.31
50828,33,84.41,158.76,333.99,408.34
50828,75,62.83,82.45,234.42,252.61
50844,88,13.48,212.36,49.25,384.08
50844,88,94.38,329.21,144.61,481.69
50943,1,312.22,342.36,191.92,223.04
50943,42,320.19,356.6,220.11,225.65
51008,17,0,402.78,129.67,480
51008,73,236.35,639.59,1.83,472.08
51309,19,10.06,209.03,162.58,273.29
51309,19,67.98,343,46.35,271.93
51309,19,205.48,351.1,105.98,270.2
51309,19,310.76,622.65,81.48,272.78
51314,1,227.6,445.48,37.75,343.01
51314,42,45.1,214.77,251.38,329.77
51326,86,346.4,639.06,158.73,422.2
51598,44,100.66,115.61,319.13,346.42
51598,81,0,140.59,430.54,536.59
51610,65,0,640,301.45,420.98
51610,1,345.8,590.35,98.48,401.3
51610,73,45.1,293.62,215.9,403.01
51712,1,141.7,304.71,51.85,297.23
51712,35,78.85,330.32,259.11,332.56
51738,65,106.42,500,117.4,375
51738,62,103.69,217.27,162.27,219.57
51738,33,1.59,53.86,207.05,280.86
51961,14,231.88,301.2,243.55,391.13
51976,42,257.03,312.62,229.58,248.59
51976,1,286.27,314.36,197.08,244.05
52017,5,52.41,482.17,84.81,286.83
52017,1,338.65,361.35,167.41,188.09
52462,24,142.37,292.85,123.54,349.6
52462,24,403.13,529.57,93.76,317.6
52507,1,105.63,182.45,107.14,291.05
52507,42,66.05,255.97,143,247.89
52565,21,167.89,469.85,182.09,387.43
52591,1,11.95,283.18,92.39,628.89
52591,35,207.38,276.79,0.37,610.79
53529,18,140.32,247.74,197.11,270.97
53529,1,52.28,141.79,64.63,273.74
53529,8,2.59,500,0,326.95
53909,77,81.98,362.43,27.33,583.91
53909,1,2.88,480,142.38,631.37
53994,14,159.64,378.25,58.21,502.61
53994,3,17.75,63.69,19.41,39
53994,3,5.21,37.37,19.84,34.75
53994,3,44.56,154.79,22.24,49.33
54164,1,182.04,330.67,105.7,344.45
54164,42,139.62,266.62,317.51,348.63
54654,1,99.24,371.06,50.34,632.81
54654,79,1.68,219.92,414.26,636.29
54931,19,0,148.01,87.9,283.88
54931,1,197.03,382.56,154.89,623.74
55002,70,130.91,329.39,3.8,372.89
55002,1,155.09,315.78,323.57,374.87
55072,25,49.24,511.91,46.17,427
55299,16,433.61,473.28,213.88,326.44
55299,28,94.17,124.65,231.39,264.9
55299,28,25.33,103.1,218.45,251.16
55950,37,305.63,322.24,156.81,173.65
55950,1,82.24,305.31,69.18,389.89
55950,43,80.64,194.21,118.7,222.78
56288,54,82.98,422.91,76.61,331.55
56288,76,409.87,640,198.98,275.26
56288,72,231.91,631.01,0,166.11
56545,16,131.56,367.28,31.65,629.17
57027,22,47.97,593.91,24.47,408.25
57027,22,0.86,214.21,1.31,195.5
57027,22,180.79,363.49,262.04,404.36
57027,22,0.96,89.03,174.23,376.22
57238,62,32.83,116.82,187.14,335.12
57238,62,0,34.33,217.38,371.89
57238,67,0.29,57.89,218.76,258.64
57238,82,168.16,375,55.61,492.83
57244,7,0,640,2.87,332.36
57725,85,368.42,388.38,76.19,104.12
57725,85,414.35,433.84,75.31,103.29
58029,70,112.17,279.16,353.58,478
58029,81,306.73,471.53,414.71,478
58384,7,0,210.48,179.35,220.41
58384,22,328.82,383.27,179.07,269.13
58384,22,304.15,337.41,203.57,270.02
58384,22,272.74,314.6,187.99,270.38
58393,1,342.52,534.76,163.33,240.8
58393,15,44.78,591.94,242.27,467.25
58393,1,418.99,480.11,182.65,227.65
58655,85,225.13,349.86,133.38,200.7
58705,32,139.83,192.19,315.66,481.46
58705,1,1.08,295.7,102.9,475.5
58705,1,249.16,640,118.32,473.02
58705,52,45.22,89.15,193.23,289.35
59920,70,232.99,427,316.4,632.81
59920,70,0.73,135.43,416.97,565.54
60052,28,20.06,640,1.05,421.36
60052,1,0,393.34,0.48,422.67
60102,37,38.66,148.99,18.6,130.55
60102,1,194.97,631.82,0.56,360
60102,1,0,305.68,105.41,355.95
60347,1,102.34,364.68,234.95,595.32
60347,15,135.41,454.35,290.18,552.64
60770,24,123.88,353.09,106.18,351.4
60770,24,0,153.13,156.33,294.36
60835,18,203.08,508.18,44.21,425.1
60835,51,434.99,633.28,326.24,435.01
60835,65,1.19,366.22,294.91,475.06
61471,18,272.1,424.07,200.23,480
61471,44,181.23,208.67,86.28,159.81
61471,70,174.74,435.78,0,220.79
61747,1,228.31,435.98,23.22,518.53
61747,35,108.11,498.67,437.41,574
61960,65,5,411.02,1.04,270.33
61960,1,19.86,640,6.28,370.33
61960,65,71.31,243.8,208.15,302.58
61960,65,0.96,640,129.13,371
62692,1,102.78,295.73,281.13,549.51
62692,43,203.98,209.96,394.44,404.92
62692,43,188.05,209.21,393.15,414.32
63154,42,243.87,349.99,195.28,225.03
63154,1,252.3,390.34,137.12,216.56
63552,17,133.72,563.71,18.48,453.72
63552,17,0,604.6,282.47,586
63965,1,2.85,640,0,420.34
63965,50,63.1,163.43,181.11,272.4
